text;label
hows life the noc;1
i will tell marry a lamp if you give me tickets to the vegas show please i am desperate;1
are there any current promotionscodes for nashvilledenver thank you;1
promotion fly roundtrip flights to and from atl between and and get a companion pass for the year travel;1
so happy that you can finally put your southwestairlines boarding pass into passbook makes life so much easier;2
i will do just about anything to go to the vegas show please man;2
here we go again delayed in chicago why offer the flight if you never intend to fly it;0
omg omg omg i just did;1
she was traveling with me the one that got miscommunicated with;0
wtf my flight was delayed and then i go to board and my boarding pass has disappeared from the southwest app;0
tweet just popped up on my phone with follows missing my favorite southwest pilot and brother;1
do you have special fares for students to visit prospective schools its expensive to visit graduate programs;1
i would be eternally grateful for tickets to the vegas show god bless;1
baggage woman said it was in blatimore and would be on a plane this morning now they cant find it wtf;0
doesnt work on my flight just fyi;0
please help i would die to see the vegas show it would be amazing to hear their songs for real;1
i need imagine dragons like i need air please hoom me up for the vegas show;1
i am committed okay please hook me up for destinationdragons;1
i would die if i got tickets to destinationdragons and you would be invited to my funeral;0
easy and pleasant difficult and stressful learned my lesson;0
i would sell my nonexistent soul to go see destinationdragons;1
this job interferes wellen show amp;1
got it taken care of thank you lt;2
not sure i can trust a statement with that many small numbers above words;0
has posted flight schedule covering the date range of;1
late flightly youve always been late flight please get back to the old swa;0
totally sucks that my flights were weathered out of existence but stacy in tucson helped with an overnight in vegas;0
are you guys alive ive been on hold for minutes and counting;0
gary kelly should be ashamed of himself running a corporation in this way;0
you guys just rip me off if i could cancelled flight every flight i had booked for my employees i would buyer beware;0
not if its travel credit you used to buy and it expires on the day you find a lower rate;0
please acknowledge attendant jeff wernicke beat in class and service on sw;2
lacma on fairfax;1
just want the money i paid for early bird refunded noone seemed to be able at three different sw should have that worked out;0
i filled in the form on the website too darn it all i guess ill just have to cross my fingers;0
thank you so much for access to destinationdragons tonight at crying dying rn ripme;2
so excited about our last minute trip to and she doesnt know yet;2
arent you based in chicago why are you doing a hunt in la and not your home city please bring one home;1
heyo what is causing flight ewr to hou to be delayed;0
when will you have flight from dal to pvd;1
your wifi stinks im not mad but i wouldnt hate it if i got my money refunded;0
cancelled flights arrivals amp;0
any spare tickets for vegas would be forever grateful destinationdragons;1
if only that was me destinationdragons;1
thank you so much;2
any chance they will change this to include northeast airports jetblue has;1
i was on hold for minutes amp;0
after minutes on the phone im given another number to call now still on hold with them;0
pleasecan i have the last tickets for me and my best friend to destinationdragons;1
rules;2
no one i call knows anything about it so im just wondering how to get any destinationdragons;0
i saw ppl were winning tickets still how do we win some;1
okaaaaay ugh im min away;0
go go;1
please please please;1
yes but i like need my luggage before tomorrow morning;0
min away;1
doesnt care nor does sna agent jacquie plitt rude gal bad attitude had fly cabo thx;0
happily flight was not delayed when a cockpit visit blew my fouryrolds mind thanks capn;2
needs make me whole used my tkt back n phx due rude sna agent jacquie plitt flew cabo;0
mins;1
is there a route to flight from mexico city to chicago midway using your services;1
flight only an hour long but one of the best flights ive ever had kudos to flight crew and airline in general;2
how many are left;1
swa agent jacquie plitt sna rudely tells me youre not going cabo today or manana back phx flew;0
thanks for being so good to us military folk its cold in stlouis but i sure enjoyed my flight;2
thanks for losing my luggage;0
what about for us that cant get to the states they are playing for the hunt any destinationdragons tickets lefteven just one;0
im on the lol has anyone arrived yet;1
left behind ipad air on flight from bradley to bwi plane had already left by the time i realized can you possibly help;1
how many left im min wway;1
well i had a car amp;0
i cannot dm you as you do not follow me;1
and this asshole cut in front of me your system blows;0
its pretty stupid and i probably wont fly it again plus hearing nightmare stories of overbooked flights;0
im mins out wait for me;1
get me on flight to denver and ill be more than happy;1
will there a nonstop flight from midway to boise for this summer season looking to book at labor day trip ty;1
over minutes without talking to a human at what point would you recommend i call;0
can one use a companion pass w a points flight booking problems or is it only cash fares thx;1
im not tho;1
so u guys cancelled flight bna flights amp;0
thank you so so much for sending me to la for destinationdragons tonight is gonna rock;2
oh i see what you did there thanks for supporting padresst;2
yeah haha never been in one its expensive and we will so much fun destinationdragons;2
beautiful day in seattle;2
this has to be the best video i have seen ever teamspirit;2
thank you for your kind response the acknowledgement and apology go a long way southwestrocks;2
no thanks after those minutes someone did eventually help us and took care of it;0
was going for the weekend for friends birthday so no point in reflight booking problems;0
one of my bags didnt make it to my destination i have the claim ticket any way to help out with a status on the location;0
when is the next flight with free cocktails;1
includes inclement weather may impact scheduled service in reflight booking problems options available;0
okay thank you also i did get a tweet earlier about hrs ago saying i won amp;1
yes but not with out an attitude and nasty comment;0
you guys rock so easy quick and affordable to change my flight bestairlineever neverchange;2
i have a credit that expires a month before my flight is there any possible way i can have that extended;1
hour delay in atl due to air traffic controllove missing an entire day of my vacation unhappycustomer mytimeismoney;0
i have a question re your atl companion pass offer i know i need revenue flight roundtrips whats a revenue flight thnx;1
cancelled flightled had to get refund cancelled flightlations happen but the min phone wait amp;0
how can i refer a friend for the southwest credit card for points;1
i have the dm from if needed;1
hello i was talking with but it says you moved here they sent me a voucher but does not work can u help;1
i am following you now;1
i can go i want to badly i dont know how to dm can i email you help wmnlifecom;1
thank you for your help shannon great customer service;2
hours late flight but i made it to sf maybe you can help me get on an earlier flight on sunday;0
again another ride sw employee that printed out boarding passes deficiency in training obviously;0
thanks lindsey amp;2
apparently mechanics had to be flown in to fix some planesnot the most assuring sign;0
please help we really want to fly with you guessweflyingdelta;2
how oh how do we get tickets;1
now accepting apples passbook app for boarding passes app works on iphone amp;1
thank you dming now;2
did you cancelled flight all flights into bna today needtogethome;0
huge problem with someone whose ticket was cancelled flighted mid trip can you dm;0
flights from sunny sfo delayed for hours and others cancelled flightled left and right with little updates any help;0
please explain to reps ignoring a technical issue and passing the buck is not a good business model lucky limited to;0
understood just frustrating you buy early bird check on the day they go on sale at am and get mid b feel ripped off;0
so thats what happens when your power level goes over feet in the air;1
s ceo kelly draws record crowd to business partnership breakfast;1
s ceo kelly draws record crowd to business partnership breakfast;1
please start charging for carryon luggage carryonbagssloweverybodydown;0
sea to den south sound volleyball team on its way;2
i will if you can see about moving up my brother in laws graduation to the th thanks;1
will do thank you;1
if there are any imagine dragons tickets left for tomorrow at;1
so the fares i see for flights in fall are the absoulutely lowest they will be;1
no no no swa low fares and ontime service is great but manufactured quirkiness mmm not so much signed captiveaudience;0
will you please start offering services out of and to other airports have to drive hrs to use u;0
flying now from jax to den and i paid for wifi that barely is functional couldnt do work if i wanted to never again;0
flight to nashville was cancelled flightled how do we another flight ive been trying to call amp;0
delay is understandable but look at the time of the the flight and boarding time weird;0
i will dm you now;1
already booked my tickets for august thth cant wait for my vacation;2
very frustrated bought early bird at am on day tickets were released and got midb ticket spend for nothing;0
is that;1
maybe it is just a machine;1
so when your plane doesnt work the luxuries i paid for go away but you keep my money i need that biz model;0
you will extend if i call the day it expireswhy cant it just be extended nowmightmismybrosgraduation;0
y airline i fly with but havent seen anything like this yet;0
thats awesome love flying swa;2
that guy was the flight attendant on my last flight he was hilarious;2
thanks for the info and the quick response;2
shhhh i dont want something else to steal our deal;2
cancelled flighting flights minutes before takeoff amp;0
how do i go on the scavenger hunt if im in boston;1
hi there were flying swa today our son has a peanut allergy any way to request the crew not serve peanuts on flight thx;1
deborah helped me;2
give this guy a raisegreat start to flight from az to mke;2
is not intl friendly;0
ha ha not a make or break for me either way;1
in horrible customer service empty seats in early flight wantcharge me double to get home early instead the usual late flight;0
can you answer the phone so i can change my flight plans srsly;0
you could be a little more accommodating with extending my flight creditwhats extra daysnotahappytraveler;0
i would;1
if you are going to be inconsistent enforcing your rules id prefer you not randomly take it out on freq flyers that obey;0
can you show me some luvits degrees and all this snow but imdetermined to go to destinationdragons;1
sent;1
what does relay concerns really mean amp;0
what number can we use to all from outside the us thx;1
how long does it take for points from rr shopping to post to my account got email saying ive earned points but dont see em;0
thanks i know the routes you currently have from newark i was just wondering if there was any new ones on the horizon;1
oh my gosh going to dm you now thank you;2
thank you so much youre amazing im going to cry omg;2
if you could get me on the flight my has been delayed until;0
couldnt make flight funds forfeited as a no show was trying to book another flight using those funds im out;0
i dmed you;1
when is the last chance to win destinationdragon;1
make this delay go away maybe upgrade me and kats seats we are headed to columbus;0
i have a flight am from fort lauderdale to bwi can i cancelled flight that flight flight trip id;1
do you know when the last chance is;1
larry david works for southwest;1
flying southwest for the first time to lga with a layover in atlanta;1
hi just wanted to see if you have any new routes planned this year for newark love flying you guys and hope to do so more;2
thank you well be in touch moveaboutthecountry;2
fjbfsc all i need is receipt showing the charge i have on my amex not the xx that i keep getting sent;0
what do i need to do when tsa pre doesnt show for a flight of mine;0
getting the run around today with customer service amp;0
have been doing that for hours already;0
flight from bwi to isp ready to go thanks for keeping us warm frigidfriday;2
love love love this southwest rocks always;2
who can i contact about requesting a charity donation thankyou;1
shout out to the flight crew for taking amazing care of us on our double down flight thankyou;2
what is the status on flight stlaus;1
please do hate having to fly a different airline youre my fav;2
after flying delta this week gogo was so good the tweet i sent you didnt even send until we landed thats how bad it was;0
sure thing;2
why did you book my hotel twice ahhhhh;0
save mile to visit family in and this will impact how many times i can see my mother i planned and you change the rules;2
jackpot legroom;2
you were my go to airline now not so much you say you care but i now see not so much right now you suck;0
i have been loyal to southwest from the beginning but very unhappy about your devaluation;0
destinationdragons id is my favorite band and i met my bestfriends thanks to them it would be life changing to see them;1
i live in the southwest imagine dragons is my favorite band and i met my bestfriends thanks to them it would be amazing;2
longer flights with series no wifi will be great when you retire them;0
excruciatingly slow internet on swa flights is now the norm rather than the exception is this being addressed;0
yes thank you just sent dm;1
when is the last chance to get destinationdragons tickets i would die of happiness if i won;1
the inbrowser hover over is intrusive and annoying and the fact that the wifi only works on one device is sort of sad;0
the sign in screen had major mobile issues the responsive design wasnt working properly my nexus;0
sure did also read on there that southwest doesnt believe it is liable for the incident how is it my fault that sw lost it;0
whats up with the new inflight wifi service super crappy user experience miss the old provider;0
its too damn cold to be sitting on this runway with no heat;0
can you please follow so i can dm thx;1
sent dm;1
i love you air travel doesnt get easier;2
received awesome phone help from jim today helped me switch around flights booked with points;2
repeating this is policy is basically repeating fuck you to your customers ill be shopping for a new airline asap;0
yeah thats not what happened im really pissed this is the kind of thing i expect from us or austrian not you;0
glad to see you know how to keep the money in your own pockets thanks for the voucher in return for lost bag;0
you call this customer service sitting in the tarmack for hr lost bag and you give me a voucher;0
i would love to go to the destinationdragons show tomorrow in utah at ive been trying so hard;1
i hope i can take my selfie stick on the plane today goingtovegas;1
thats bull once you add a fare to the cart you should be locked in i made it all the way to paypal;0
it is working on a different device though any help is appreciated;1
having trouble with wifi no matter what i get redirected back to getconnected page even though it says im connected;0
is this account even aware of the destinationdragons contest the one youre fucking up for me;0
thank you i cant wait either;2
what does this even mean im taking about letting elite customers who paid for a seat fill a seat that will go empty anyway;0
sweet glad to hear it ill keep you guys in mind next time;2
you do a great job of achieving that at most cities just not at bwi;0
hello my flight is cancelled flightled for destinationdragons and no one at your desk at kci knows what the fuck is happening;0
your employees at bwi have been amazing;2
thanks for responding;2
thanks for leaving me hanging here destinationdragons flights all fucked up now no help;0
hi winter wx advisory issued for stl snow amp;1
if a travel advisory is posted for den can i then make changes to my ticket anything i need to know before i call;1
luxury only people on this flight im going to get spoiled;0
three flights with three check in agents not enough missedflight back to jet blue;0
when are you releasing your flights for september just found out you fly direct lbb to las so excited tripofalifetime;2
unable to book travel right now on the website or through the app help;0
gracias appreciate that;2
was fantastic thats the best flight service ive ever had;2
would love to win tickets and take my son to imagine dragons in provo saturday night crossed fingers destinationdragons;1
promotion also said two free round trip flights nope had to pay extra for chi to vegas baitamp;0
so for an extra luggage it cost;0
turned my nonstop flight between laguardiadal into a stop in stl wth im thinking some sorta comp is in order really;0
flying with you in about weeks bringing blankets bc its freezing;2
last flights have all consistently ran behind schedule whats up with that;0
how about some sweet promo code to help me visit my family please lol;1
my sinuses had to contend with two painful landings rather than one and we missed a preregistration window beyond frustrated;0
why do airlines change ticket prices in the middle of the day;0
delayed again youre killing me late flightly;0
love imagine dragons so much i eould die if i got tickets;2
i wannaa go to the vegas show so bad id doo anything destinationdragons;1
i love imagine dragons o flipping much pls destinationdragons;2
i would love to go to the atlanta show;2
i would do anything for tickets to the vegas anything i love imagine dragons so much;2
another delay wow;0
i dont want to be too whiny we accommodated several passengers whose earlier flight was cancelled flightled our flight was very long;0
this would be an awesome experience destinationdragons;2
hi i your company and fly all the time i was wondering if you could please share this link amp;2
yes how about destinationdragons in san diego;1
i cant begin to tell you how slow my planes wifi is i cant even pull up an email what am i paying for;0
do we get to pick which show destinationdragons;1
betsy is the besty gettin stuck at las might not be bad for mostbut i want home homewardbound betsy besty thankyou;0
we should be landing at ric right now but havent even left atl should have picked delta maybe;0
i love ya but your bringin me down an hour late flight leaving and now weve been sitting in the runway for min fail;0
i have never been mor e disappointed in a company charging to use your wifi which only works for about apps parhetic;0
just picked up my bag at seatac all the clothes are soaking wet bagawim;0
would be cool if the best airlines company hooked me up with tickets for vegas;2
appreciate the reply hopefully those lax agents get the memo cheers;2
can you help me out with tickets to the vegas event i would be so stoked;1
i notice that there are separate buttons for guitar and actual music in this pic some bands should take note of this;1
give me tickets to atlanta i would do anything anything;1
offering us absolutely nothing for our troubles either blames the;0
link doesnt work;0
just realized my luv voucher expired today any chance of getting some luv with an extension please veryloyalcustomer;1
itd be nice if i could get an answer even a simple no would do;0
after hours of delays you did make a nice offer for rescheduling me the next day but;0
a nice trip back home after a looong vaca;2
paid for in flight wifi from austin to san diego wasnt useable possible to get a refund conf xxvm;0
it was the usually excellent swa flight;2
you know i you but trying my patience had easier cheaper ways from tpa to pdx but stuck w u turned my hrs in mci to;0
i figured the streaming wouldnt work per the tos but just the site is taking longer than minutes to load;0
now we have to wait and wait to get it straight i fly you for personal and business but now not so sure bebetter;0
because your gate attendant let someone board whose boarding pass kept reading invalid this messed up the passenger log;0
your android wifi experience is terrible is a ripoff i cant get to or mrn for budweiserduels;0
dear swa i fly you a lot most of the time amazing today unacceptablei am sitting here in midway delayed min;0
what do you know finally lined up like cattle to board my sw flight after original departure time badcustomerservice;0
seems like you could make more money by opening up seats on a more desirable flight;1
jason at gate in san made my afternoon southwestairlines stellarservice thanks;2
thanks for adding straight flights from columbus to oakland;2
i look forward to those direct flights to california to see my family more often thank you byebyeusairline;2
where is the great customer service i have come to knowexpect;0
why cant you help me after you made mistake and dropped my early bird check in on your end where is the luv;0
i have a roundtrip ticket now and i need to change one leg of the trip to a nearby airport not possible via website;1
please do something about the speed of your wifi connections on your planes it might as well be nonexistent;0
your crew on tonight was outstanding god bless them and the medically trained passengers on board;2
weather seriously cannot even be the only excuse at this point because it was awful service in the summer too over it;0
is seriously the worst i dont remember the last time i or someone i knew had a flight that wasnt delayed cancelled flightled etc;0
is there any way to get entry to the las vegas event to see perform destinationdragons;1
give the crew of swa a high five from this avb guy for its nice xw landing into nicely done;2
why do you charge so much moving from a full flight to an earlier flight with seats available doesnt make sense to me;0
and now no wifi come on;0
on brd nowfrustrated we go buf not rocif tld flt was gng b held earlier would not be a messcng bk unable due to overbk;0
have to be honest didnt expect a fast response thank you off to chiberia we go;2
making miracles again the customer service department gave me by far one of the friendliest phone calls ever wheelsup;2
already signed up thanks looking forward to trying the southwest experience;2
on unscheduled aircraft change please have a better system in place not worth the paid upgrade refund;0
good to know perhaps it was execution then;1
love how you hold flight in phx for late flight passengers and make us all over an hour late flight great job;0
i tried to return to orig booked flt told overbookedgng to diff destfeel like we were switched on purpose bec of overbook;0
you are forgiven most loved customerits as if you never left ll thats why youre bae;2
do we have a time estimate for our luggage well be sure to fill out your survey;0
you only hear about the bad things flying the last to weekends the flights and crews were awesome thank you;2
sorry to spam it would just be so awesome to see in vegas your help would be absolutely amazing;2
dm sent;1
can you please dm me i have a question for you;1
done;1
lets chat about flights to and from bwi and the carolina area can a girl get break ive had to resort to usair a day;0
sent;1
remember me wouldnt let me on pm flight seats available now my flight is delayed worst airline badservice;0
thanks for making new direct flight to san francisco;2
the crew of has been great to us today traveling from ft lauderdale to louisville with kids and under thanks;2
will you please work out a contract with to offer service there;1
please reply to my dm;1
youre going to compensate us for the two plane changes in atlanta right;1
next up enforcing your boarding procedure;0
roger wilco;0
how do i enter passport information on an existing reservation before check in;1
any way you can help with entry to vegas event my boyfriend amp;1
nvm gate said theyre holding connections thanks for quick response;2
to the rescue sundown in chicago next stop san antonio;1
yall say flt is on time yet we havent boarded for a departure bc we are waiting on a new crew why the subterfuge;0
did yall get rid of the austin to cabo flights all together theres zero nonstop in aug and sept;0
looking forward to the beats music available on my flight today thats pretty cool;2
has some of the best airfare prices gotta luv them;2
my flt was delayed scheduled to miss my connection can i get some help hhp;0
thank you will do;2
i didnt say anything about patience i said this is probably the last time i fly southwest i suggest others do the same;0
flight;0
iphone app adds passbook support airlines travel;1
do you have any tickets to the atlanta show i would love to go with my sister;1
no no you mustve heard us wrong sweet mixtapethough the recordi didnt leave the s the s left me;1
thanks for the opportunity;2
dont ever tweet me again;0
problem is i wasnt issued a position until today at the gate and no option to upgrade not good when youre;0
might be the worst airline ever;0
truly the best in customerservice if something goes wrong no matter how big or small the issue was they fix it thank you;2
you are the easiest airline to deal with i loveeee you so much;2
my am was canned i empathize but i think your team has lost the right to be capitalized its a lowercase team day;0
thank you;2
yes please;1
ok gotcha;2
oopsno functioning bathrooms on a fairly full flight hope everyone on from new york can hold it me included;0
im excited too but perhaps you could scale your excitement back by a few weeks;2
please help me and my best friend get tickets to destinationdragons we have so much to thank them for;1
is there any way me amp;1
and i became best friends bcuz of is there any other way;1
me amp;2
thank you you guys;2
my trip is a month awaywhy do you consider it around the corner is that a setting i can change;0
ceo gary kelly you all are absolutely my heroes southwestrally bwi bestemployees swaculture;1
any site gmail facebook etc;1
ceo gary kelly we are americas most loved and most flown airline southwestrally bwi bestemployees swaculture swapic;2
i tried again with your inflight wifi fail;0
flight booking problems all my late flight summer travel did the auscun direct flight disappear;0
thank you i finally made it to my destination;2
luvin me some flights today dont change and please add paypal as payment option;2
presceo gary kelly at therofo addressing of his bwi based employees;1
youre killing me always delayed from sandiego to sf ugh;0
when can i start flight booking problems for next years super bowl time help;1
will you ever have a nonstop from sjc to bna well take sfo or oak too pleaseeeeee thank you;1
almost bumped me off my flight to hrl when i was minutes early then your staff was rude when i asked what was the problem;0
experiencing the worst customer service ever currently waited for cs rep then put on hold but actually was hung up on;0
makes flying for fun flight crew just led the plane in singing happy birthday to one of our guys luvintheair;2
thank you please follow and i will send;1
i just received your birthday card it was amazing and made me smile with joy nice videos thanks;2
thanks heartlanta;2
any idea if there will be any spring sales soon for travel from late flight august to early september going from pa to lax;1
thanks for the b day concert i watched them all and noticed the fist bumphigh five at the end of the rock version;2
why doesnt your terminal b in lga have precheck makes me want to never fly your airline;0
just announced nonstop flights to dallas from columbus well next time best youll have less time airport hopin;1
my boyfriend and i have loved since amp;2
reviewing your oversize policy hardcase golfbags are free if under weight how do we add guitars and instruments to the list;0
you could have just said we dont know;0
why cant i find a cheap flight from dc to st louis the prices went up like crazy for april weekends;0
cant dm you without you following me;0
ifthesneverstopped wed still be rocking out to this charttopping hit what the s are over;1
and on and and on th;1
do yall know when the new routes from hou to aruba amp;1
pwm direct to orlando on saturdays why is this only happening in march i thought it was going to be a permanent thing;0
yes i can but you guys should get your act together;0
unable to check in my flight it says my itinerary is ineligible for checkin online go to counter very inconvenient;0
wow some things are better forgotten;1
thank you great tool;2
you should know the crew today on flight aus to pdx was awesome swa;2
thanks a lot for sending a special deal with getting screwed is the best when on vacation sarcasm get new partners;0
for your loyal alist customers it should be easier to get help and bring resolution to issues with your rewards program;0
no one has answersno one can help there is always a different story to why my and my fiancee cant be helped;0
dont worry you will;1
yes please train your customer service agents with correct protocol i should not be receiving different evrytime i call;0
never got any notification that flight was cancelled flighted today correct phone and email on file not a happy customer;0
i was just sitting here talking at a tech conference about how awesome you guys are and this rolled across luv you guys lol;2
do you have any flights from nasbwi ton march;1
for my travel i see bz class and get away are sld out anytime is available how do i know how many anytime are available;1
thanks i get that it looks like all bwisjd services stops after aug is that the case i cant find one date with flights;1
can i get some luv with a fallow;1
thanks for your attention ive been flying southwest for years and havent had this issue in the past;2
do you have a pair of tickets to the show in atlanta id love to go destinationdragons;1
suggestion shades on the windows so travelers wont have to watch ur luggage handlers throwing their bags around;0
please help me get tickets to the club show in atlanta destinationdragons;1
do you perhaps have a pair to the atlanta show prettyplease;1
your alist program is a complete joke your company does not value loyal customerstime to look for another goto airliner;0
whats with the pricing cache about to book a flight refreshed the page amp;0
destinationdragons any tix to spare i wanna go see the show on friday in la with my friend;1
alist pref credit card holder called exclusive and hung up after on hold for min what gives;0
destinationdragons im a huge fan i would love tix to your show;2
following my bad;1
is your bwisjd service seasonal wasnt part of extension called intl desk they didnt know want to fly in sept on sat;0
scott is the best thank yo from the bottom of my heartdestinationdragons with friends in la see u friday;2
why must the pm nonstop bosbna flight stop running after august;1
i have d and d embossed badges and patches superior to the ones you are currently using;1
now flying non stop cmhoak has me daydreaming about a trip to the bayespecially in this weather ohioprobz;2
flights yesterday;0
is awful they have lost my bag and arent providing any info this is day and nothing worstairlineever;0
if this flight is cancelled flighted or delayed any further i expect full compensation for my park ticket hotel amp;0
yeehaw you found us another plane thx for listening to me vent;2
there is a good chance myself nor anyone else in this airport will ever be flight booking problems southwest again;0
and your costumer service representative lied to me and ensured me the plane would be leaving by its scheduled for;0
not to mention i now have to sit in the airport for hours youve ruined my trip i am not happy and want compensation;0
you need to get your act together you new this morning at our plane was malfunctioning yet ive been delayed times;0
keeping families apart w your quirky archaic policies any other airline accommodates in this situation;0
report was filed but would like to support some active searching feels pretty passive now info on computer is precious;0
surprise surprise more delays seems to be the norm broken down equipment;0
this is unbelievable thank you so much destinationdragons;2
amazing cs today by sw thank you so very much this is the reason we fly you southwest;2
is the best airline out there no one is better than them onelove southwest bestairline;2
great cabin and flight crew this morning on a great smile and happy staff are signs of a happy company thanks;2
thank you for always going above and beyond with your customer service favoriteairline luvforsw southwestair;2
yes can do;1
why doesnt mean tsa precheck show up on my mobile boarding pass my ktn is linked to my account;0
great news for today finally columbus top unserved market will have flights;2
no flights to hrl is this a limited route;0
is really stepping up their service;2
this inflight wifi is the absolute worst id be willing to have paid double for dialup speeds flight;0
are there any flights from msp to hrl in march im looking at;1
yes i know that also noticed you offer a list boarding after a so your programs are too popular;0
i pay for a service to be delivered whether or not it is your fault shouldnt there be some sort of compensation;0
a little surprised my early bird got me b from den to kc just now worst ive had whats up;0
again please accept my apologies for my lame childish tweet you didnt deserve that amp;2
i owe you an apology my tweet was out of frustration not constructive criticism im a sw fan amp;2
wouldnt it be awesome for my first time flying to be destinationdragons;1
just booked trip to cancun no baggage feesbut need to have more flight time options;2
thank you bringbacktheluvtordu miami directflights;2
i can easily get to the atlanta show i just need tickets help;1
got duped w a connection on st flight sneaky now u wont give me a seat on an earlier flight w availability shameful;0
adding direct flights from columbus to oakland;1
that would be great thank you ill send it over when you follow;2
boarding passes now compatible with iphone passbook;1
real sincere apology makes my day glad to know flying mail is more important than me never flying sw again badservice;0
i already follow you and cant dm because u need to follow me back;0
my dm wont go through but it is please let me know if you need anything else;1
can someone rebook me please direct message me;1
rude customer svc wont accommodate an earlier flight wo charge us mail takes priority over customers badservice;0
rude gate agent wholly unacceptable to us amp;0
having trouble reflight booking problems a cancelled flighted flight no one picking up phones and your site isnt working;0
love sw forever;2
please hire an efficiency consultant to manage your phx baggage checkin way to many open kiosks with s of ppl waiting;0
question all when will i receive my yearly bonus point accumulation i think its around now but not sure thanks;1
im flying on one right this minute;1
sw rocks thanks for the reply and the follow rebooked earlier flight;2
congrats;2
well deserved;2
please please please choose me to go see destinationdragons;1
i always tell everyone to fly southwest congratulations;2
friendliest employees;2
i got a phishing email claiming to be from southwest i can forward to you if youd like to investigate;1
unfortunately no its my lack of status thats the big problem my company policy forces me to buy the cheapest tickets;1
every flight flown by me personallyabout two round trips per month is full still hard to believe fly hours thru atlno;0
superb choice swa i am a raving fan they even take stress out of weatherrelate flightd glitches custexp;2
has employees on social care team staff the listening ctr at any timerest of spots filled by other areas ragandisney;1
listening center is open seating just like on their planes ragandisney;2
double up with this comment phl to anywhere south florida is gone gone gone hello us air;0
i dont like the new schedule no more nonstops from phl to fll or pbi we are not free to move between those cities sad;0
incredibly frustrating i emailed but still havent received a response;0
i paid for inflight wifi only for it not to work download speed was mbps amp;0
sure can just a second;1
oh my god thank you so much i just sent you a dm;2
i wish i wouldve known so i couldve slept hours more and let my friend know not to wait for me after she lands;0
thank you for the prompt response i will email late flightr today;2
thanks to i get to go to the destinationdragons show this weekend in utah thankyou;2
congratulations;1
for my grandma ellas th she would love a bday greeting from your flight crew she was a stewardess for eastern airlines;1
is there any chance i could get tickets to the destinationdragons show in vegas ive been a huge fan for years pretty please;1
love u southwest youve always been helpful when i traveled a lot wmy son infanttoddler u were great;2
love flying southwest best flight attendants ever;2
nothing express about your express bag drop at phoenix sky harbor;0
is it possible to book a refundable trip willing to pay extra this would be for a domestic round trip flight;1
used to exclusively fly sw but late flightly direct flights amp;0
would you be willing to help me surprise my bestfriend with tickets to go see destinationdragons gracias;1
mac computer left on bwi to la flight on th reward for recovery;1
i do like your airlines congrats;2
hi guys good morning how are you doing;2
is there an email address i can send some thoughts to this experience was really not good amp;0
southwest is definitely my favorite airline to fly d;2
congratulations;2
great my flight is delayed three hours now my friend has to wait for me at the airport for hours on her birthday;0
guess where ashley is shes doing a great job presenting ragandisney;2
using social business roadmap to develop intelligent path to embed social across enterprise ragandisney;1
adds new direct flights from columbus to oakland amp;1
is there anyway to pay more to get priority boarding a;1
birthday is the th and hes not seeing imagine dragons at destinationdragons;0
thank you for integrating with passbook on ios it all works so much better now;2
is my friend lucky enough to see destinationdragons live on his birthday hes been a fan for years;0
ive been a fan of imagine dragons since and theyre my fave band and destinationdragons is during my bday can i get tix;1
whats up with flight ft myers to milwaukee;1
my birthday is during destinationdragons could i get tix;1
please bring back rdu to fll direct route i noticed it is missing starting in late flight august the flights are always packed;1
when you enter every contest for destinationdragons and lose;0
is main supporter of play where jesus is portrayed as homosexual partner of judas and who performs a gay wedding boycott;0
hi do you know why wn is already delayed until pm tonight thanks;1
youre giving everyone tix for destinationdragons except for me and its during my birthday;0
my birthday is during destinationdragons and im a huge fan anyway i can get tickets;2
thanks to the agent boarding atlaus left my wallet on the inbound he found it for me;2
i sent you my conf number yesterday;0
iphone app now has passbook support whoot its the little things in life;2
thanks will do;1
if you read my tweet it is a gap in process for folks that take multiple flights in one day;1
do you know where my plane is coming from im on sw flight from rsw to mke;1
well it was fun while it lasted not happy about the change to redeeming reward points wont be loyal anymore;0
why the delay on flight bdl to mco need to get to florida for the amp;0
aww thanks other than that love it;2
learn how to give folks on multiple flights the same day boarding position at least if you cant give them boarding passes;0
were here at mco thanks;2
schedule is open through the end of october got columbus day wknd in new england for k points for check your calendar;1
the new logo is going to look amazing on the airplanes;2
i am now a rapids rewards member lovetotravel chaching;1
okay just signed up;1
whens the next deal going to happen a poor college student is trying to fly to orlando instead of drive in august lol;1
i appreciate the reply rt were so sorry to keep you waiting laura an agent will be with you shortlycb;2
booked our flights this morning cant wait to move about the country;1
i love you guys had to take a few other airlines this weekmakes me love and appreciate yall so much more onlywaytofly;2
im getting leathery from the heat on before i even get to vegas;0
my first flight ever and flight is already having technical issues faaaannntastic;0
trying to get to mexico in september how about affordable nonstop flights;1
how it feels on flight;0
i think me and my group could use some nice cold drinks once we get in the airwe are all over;1
stuck on with the heat blasting to try and thaw the water lines kinda disappointed for my first flight as a rr member;0
love how friendly your staff is when asking for updates on delayed flights causing missed connections horribleattitudes;0
dm sent thanks so much for responding your response was so timely i missed it;2
hates guitar players chgd for oversize and extra bag on my acoustic guitar epic fail;0
are passengers automatically rebooked on other flights if original is cancelled flighted for weather etc;1
